Colleges,Exam
VALUE INSTITUTE Ahmedabad,SNAP
Shanti Communication School,SNAP
Adi Shankara Institute of Engineering & Technology,Kerala CEE - B.Tech
BISHOP JEROME INSTITUTE,Kerala CEE - B.Tech
"Aryanet Institute of Technology (AIT), Palakkad",Kerala CEE - B.Tech
Christ Knowledge City,Kerala CEE - B.Tech
Cochin Institute of science and Technology,Kerala CEE - B.Tech
Al Azhar Group Of Institutions,Kerala CEE - B.Tech
AWH Kozhikode,Kerala CEE - B.Tech
"Ammini College of Engineering (ACE), Palakkad",Kerala CEE - B.Tech
Ahalia School of Engineering & Technology,Kerala CEE - B.Tech
College of Engineering Aranmula,Kerala CEE - B.Tech
Carmel College of Engineering & Technology,Kerala CEE - B.Tech
"Archana College of Engineering (ACE), Alappuzha",Kerala CEE - B.Tech
"Albertian Institute of Science and Technology (AISAT) Technical Campus (AISTTC), Kochi",Kerala CEE - B.Tech
College of Dairy Science and Technology,Kerala CEE - B.Tech
"Axis College Of Engineering And Technology (ACET), Thrissur",Kerala CEE - B.Tech
"College of Engineering (COE), Attingal",Kerala CEE - B.Tech
"College of Engineering (CEK), Kottarakara",Kerala CEE - B.Tech
Baselios Thomas I Catholicose College of Engineering and Technology,Kerala CEE - B.Tech
Baselios Mathews II College of Engineering,Kerala CEE - B.Tech
"College of Engineering (COEC), Alappuzha",Kerala CEE - B.Tech
Amity School of Communication,NMAT
NMIMS Mumbai,NMAT
Chitkara University Patiala,NMAT
Amity University Mumbai,NMAT
"Amity University, Lucknow",NMAT
OP Jindal Global University,NMAT
Amity University Jaipur,NMAT
"Birla Institute of Management Technology (BIMT), Noida",NMAT
Narsee Monjee Institute of Management Studies,NMAT
"Amity Business School (ABS), Noida",NMAT
GNVS Institute of Management,NMAT
SNU Noida,NMAT
Amity University Chhattisgarh,NMAT
SVKM s Narsee Monjee Institute of Management Studies,NMAT
Carlton Business School,NMAT
MICM Bhubaneswar,NMAT
Indraprasth Institute of Management,NMAT
"Amity Institute of Telecom Engineering & Management
                        (AITEM)
                        , Noida",NMAT
ASFT Noida,NMAT
"Amity International Business School (AIBS), Noida",NMAT
Sankalchand Patel College of Engineering Mehsana,NMAT
Kamal Institute of Higher Education and Advance Technology,IPU CET (B.Ed)
B K Institute Of Education & Technology,IPU CET (B.Ed)
"Amity Institute of Education (AIE), Noida",IPU CET (B.Ed)
"Guru Nanak College of Education (GNCE), Delhi",IPU CET (B.Ed)
Fairfield Institute of Management & Technology,IPU CET (B.Ed)
Lingaya's Lalita Devi Institute of Management & Sciences,IPU CET (B.Ed)
DIRD Delhi,IPU CET (B.Ed)
"Awadh Center of Education (ACE), New Delhi",IPU CET (B.Ed)
R.C. Institute of Technology,IPU CET (B.Ed)
Sant Hari Dass College of Higher Education,IPU CET (B.Ed)
St. Lawrence College of Higher Education,IPU CET (B.Ed)
"Shri Krishna College of Education (SKCE), Baghpat",IPU CET (B.Ed)
Pradeep Memorial Comprehensive College of Education,IPU CET (B.Ed)
Guru Ram Das College of Education,IPU CET (B.Ed)
Sri Ram Institute of Teacher Education,IPU CET (B.Ed)
Delhi Teachers Training College,IPU CET (B.Ed)
Varun Dhaka Institute of Technology,IPU CET (B.Ed)
BLS Institute of Technology Management,IPU CET (B.Ed)
JIMS Engineering Management Technical Campus,IPU CET (B.Ed)
Maharaja Surajmal Institute,IPU CET (B.Ed)
RV College of Engineering,PGCET - Post Graduate Entrance Test
Siddaganga Institute of Technology,PGCET - Post Graduate Entrance Test
SVEC Tirupati,PGCET - Post Graduate Entrance Test
Sreenidhi Institute of Science & Technology,PGCET - Post Graduate Entrance Test
"Annamacharya Institute of Technology & Sciences (AITS), Rajampet",PGCET - Post Graduate Entrance Test
Sambhram Institute of Technology,PGCET - Post Graduate Entrance Test
SJEC Mangalore,PGCET - Post Graduate Entrance Test
NMC Raichur,PGCET - Post Graduate Entrance Test
RV Institute of Management,PGCET - Post Graduate Entrance Test
Sri Revana Siddeshwara Institute of Technology,PGCET - Post Graduate Entrance Test
SRKREC Bhimavaram,PGCET - Post Graduate Entrance Test
GPREC Kurnool,PGCET - Post Graduate Entrance Test
RVR and JC College of Engineering,PGCET - Post Graduate Entrance Test
"Adarsh Institute of Management and Information Technology (AIMIT), Bangalore",PGCET - Post Graduate Entrance Test
SCETW Hyderabad,PGCET - Post Graduate Entrance Test
Prakasam Engineering College,PGCET - Post Graduate Entrance Test
"Azad College of Engineering and Technology (ACET), Hyderabad",PGCET - Post Graduate Entrance Test
Poornaprajna Institute of Management,PGCET - Post Graduate Entrance Test
Sri Vasavi Engineering College,PGCET - Post Graduate Entrance Test
"Amity University (AIHC), Noida",IPU CET B.Tech
Maharaja Agrasen Institute of Technology,IPU CET B.Tech
Bhagwan Parshuram Institute of Technology,IPU CET B.Tech
BVCOE Delhi,IPU CET B.Tech
HMR Institute of Technology & Management,IPU CET B.Tech
Maharaja Surajmal Institute of Technology,IPU CET B.Tech
Guru Tegh Bahadur Institute of Technology,IPU CET B.Tech
USICT,IPU CET B.Tech
"National Power Training Institute (NPTI), Faridabad",IPU CET B.Tech
Delhi Institute of Tool Engineering,IPU CET B.Tech
Mahaveer Swami Institute of Technology,IPU CET B.Tech
"Delhi Technical Campus (DTC), Noida",IPU CET B.Tech
"Ambedkar Institute of Advanced Communication Technologies & Research (AIACTR), New Delhi",IPU CET B.Tech
BMIET Sonepat,IPU CET B.Tech
NIEC New Delhi,IPU CET B.Tech
G.B. Pant Govt. Engineering College,IPU CET B.Tech
Ch. Brahm Prakash Government Engineering College New Delhi,IPU CET B.Tech
LKCE Ghaziabad,IPU CET B.Tech
Dhanekula Institute of Engineering and Technology,AP ECET - Andhra Pradesh Engineering Common Entrance Test
"Aditya Institute of Technology and Management (AITAM), Srikakulam",AP ECET - Andhra Pradesh Engineering Common Entrance Test
Newton's Institute of Engineering,AP ECET - Andhra Pradesh Engineering Common Entrance Test
"Universal College of Engineering and Technology (UCET), Guntur",AP ECET - Andhra Pradesh Engineering Common Entrance Test
"Annamacharya Institute of Technology & Sciences (AITS), Rajampet",AP ECET - Andhra Pradesh Engineering Common Entrance Test
SPC Vijayawada,AP ECET - Andhra Pradesh Engineering Common Entrance Test
PSCMRCET Vijayawada,AP ECET - Andhra Pradesh Engineering Common Entrance Test
"Vrs & Yrn College (VRSYRNC), Prakasam",AP ECET - Andhra Pradesh Engineering Common Entrance Test
Priyadarshini Groups Of Institutions,AP ECET - Andhra Pradesh Engineering Common Entrance Test
G.V.R & S COLLEGE OF ENGINEERING & TECHNOLOGY,AP ECET - Andhra Pradesh Engineering Common Entrance Test
Paladugu Parvathi Devi College of Engineering and Technology Vijayawada,AP ECET - Andhra Pradesh Engineering Common Entrance Test
Kallam Haranathreddy Institute Of Technology,AP ECET - Andhra Pradesh Engineering Common Entrance Test
Bapatla Polytechnic College,AP ECET - Andhra Pradesh Engineering Common Entrance Test
Miracle - School of Engineering(B.Tech),AP ECET - Andhra Pradesh Engineering Common Entrance Test
St. Ann's College of Engineering & Technology Prakasam,AP ECET - Andhra Pradesh Engineering Common Entrance Test
"ABR College of Engg & Technology (ABRCET), Prakasam",AP ECET - Andhra Pradesh Engineering Common Entrance Test
Lakireddy Bali Reddy College of Engineering Krishna,AP ECET - Andhra Pradesh Engineering Common Entrance Test
Vivekananda Institute of Professional Studies,IPU CET (BCA)
Institute of Innovation in Technology and Management,IPU CET (BCA)
Fairfield Institute of Management & Technology,IPU CET (BCA)
Chanderprabhu Jain College of Higher Studies & School of Law,IPU CET (BCA)
R.C. Institute of Technology,IPU CET (BCA)
Trinity Institute of Professional Studies,IPU CET (BCA)
Institute of Information Technology and Management Janakpuri,IPU CET (BCA)
Sanskar Educational Group,IPU CET (BCA)
"JIMS Rohini Sector 5, Delhi",IPU CET (BCA)
Sirifort College Of Computer Technology and Management,IPU CET (BCA)
"Awadh Center of Education (ACE), New Delhi",IPU CET (BCA)
Kamal Institute of Higher Education and Advance Technology,IPU CET (BCA)
BLS Institute of Technology Management,IPU CET (BCA)
"Ambedkar Institute of Technology (AIT), New Delhi",IPU CET (BCA)
JIMS Vasant Kunj,IPU CET (BCA)
JIMS Engineering Management Technical Campus,IPU CET (BCA)
Maharaja Surajmal Institute,IPU CET (BCA)
Roland Institute of Pharmaceutical Sciences,OJEE (M.Pharma)
Kanak Manjari Institute of Pharmaceutical Sciences,OJEE (M.Pharma)
Seemanta Institute of Pharmaceutical Sciences,OJEE (M.Pharma)
Sri Jayadev College of Pharmaceutical Sciences,OJEE (M.Pharma)
"College of Pharmaceutical Sciences (CPS), Puri",OJEE (M.Pharma)
Gayatri Institute of Science and Technology,OJEE (M.Pharma)
DCP Cuttack,OJEE (M.Pharma)
Jeypore College of Pharmacy,OJEE (M.Pharma)
"College of Pharmaceutical Sciences (CPS), Ganjam",OJEE (M.Pharma)
IMTPC Puri,OJEE (M.Pharma)
Institute of Pharmacy and Technology,OJEE (M.Pharma)
SPS Bhubaneswar,OJEE (M.Pharma)
GCP Sambalpur,OJEE (M.Pharma)
The Pharmaceutical College,OJEE (M.Pharma)
Royal College of Pharmacy & Health Sciences,OJEE (M.Pharma)
Maharaja Surajmal Institute,IPU CET B.Com (H)
Vivekananda Institute of Professional Studies,IPU CET B.Com (H)
Maharaja Agrasen Institute of Management Studies,IPU CET B.Com (H)
Institute of Innovation in Technology and Management,IPU CET B.Com (H)
Lingaya's Lalita Devi Institute of Management & Sciences,IPU CET B.Com (H)
Kasturi Ram College of Higher Education,IPU CET B.Com (H)
Kamal Institute of Higher Education and Advance Technology,IPU CET B.Com (H)
R.C. Institute of Technology,IPU CET B.Com (H)
Fairfield Institute of Management & Technology,IPU CET B.Com (H)
Sant Hari Dass College of Higher Education,IPU CET B.Com (H)
DSPSR New Delhi,IPU CET B.Com (H)
DIRD Delhi,IPU CET B.Com (H)
Trinity Institute of Professional Studies,IPU CET B.Com (H)
Sirifort College Of Computer Technology and Management,IPU CET B.Com (H)
Chanderprabhu Jain College of Higher Studies & School of Law,IPU CET B.Com (H)
Prasad V Potluri Siddhartha Institute of Technology,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Bellamkonda Institute of Technology & Science,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
SITAMS Chittoor,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
SVECW Bhimavaram,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
CEC Chirala,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
"Vrs & Yrn College (VRSYRNC), Prakasam",AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Pace Institution of Technology & Sciences,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Gudlavalleru Engineering College,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Sri Vasavi Engineering College,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
St. Ann's College of Engineering & Technology Prakasam,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Pragati Engineering College,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
"ABR College of Engg & Technology (ABRCET), Prakasam",AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Lakireddy Bali Reddy College of Engineering Krishna,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Sir C R Reddy College of Engineering Visakhapatnam,AP PGECET - Andhra Pradesh Post Graduate Engineering Common Entrance Test
Eram Girl's Degree College,Combined Written Admission Test(B.Ed)
"Aryavart Institute of Higher Education (AIHE), Lucknow",Combined Written Admission Test(B.Ed)
Bhonwal School of Education,Combined Written Admission Test(B.Ed)
Dr. Asha Smriti Mahavidyalaya,Combined Written Admission Test(B.Ed)
Veer Bahadur Singh Mahila Mahavidyalaya,Combined Written Admission Test(B.Ed)
Front Page College of Education (B.Ed.),Combined Written Admission Test(B.Ed)
Raidighi BEd College,Combined Written Admission Test(B.Ed)
Hooghly B.C.Roy Institute B.Ed College,Combined Written Admission Test(B.Ed)
Asom Sikshak Prasikshan Mahabidyalaya,Combined Written Admission Test(B.Ed)
Gopal Chandra Memorial College of Education,Combined Written Admission Test(B.Ed)
"District Institute of Education and Training (DIET), Lucknow",Combined Written Admission Test(B.Ed)
Nandalal Ghosh B.T. College,Combined Written Admission Test(B.Ed)
ADYAPEATH ANNADA B.ED.COLLEGE,Combined Written Admission Test(B.Ed)
Bapatla Engineering College,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
NEC Guntur,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Prakasam Engineering College,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Siddharth Institute of PG Studies,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
CJJC Guntur,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
St. Ann's College of Engineering & Technology Prakasam,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Tellakula Jalayya Polisetty Somasundaram College,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Sri Subbaraya & Narayan College,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Raja Bahadur Venkata Rama Reddy Institute of Technology,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Pedanandipadu College of Arts and Sciences,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Dagubati Chenchu Ramayya Memorial Educational Institutions,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Nalanda Group Of Institutions,Andhra Pradesh Integrated Common Entrance Test (APICET)- MCA
Mohandas Group of Institutions,Kerala CEE - MCA
"College of Engineering (CET), Thiruvananthapuram",Kerala CEE - MCA
SCMS School of Engineering & Technology,Kerala CEE - MCA
Thangal Kunju Musaliar College of Engineering Kollam,Kerala CEE - MCA
Lourdes Matha College of Science and Technology,Kerala CEE - MCA
ICET Muvattupuzha,Kerala CEE - MCA
Federal Institute of Science and Technology,Kerala CEE - MCA
"Rajiv Gandhi Institute of Technology (RGIT), Kottayam",Kerala CEE - MCA
KMCT College Of Engineering Kozhikode,Kerala CEE - MCA
SNGCE Ernakulam,Kerala CEE - MCA
Mar Athanasius Group Of Colleges,Kerala CEE - MCA
Musaliar Group Of Colleges,Kerala CEE - MCA
Saraswati Educational Institutions,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Sharda University,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Hind Institute of Medical Sciences,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Career Institute of Medical Sciences & Hospital,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Mayo Institute of Medical Sciences,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Saraswathi Institute of Medical Sciences,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
RMCH Bareilly,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
MMC Muzaffarnagar,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
"Shri Ram Murti Smarak Institutions, Bareilly",UPCMET( Uttar Pradesh Combined Medical Entrance Test)
GSRM Lucknow,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
ST. Mary s College of Nursing,UPCMET( Uttar Pradesh Combined Medical Entrance Test)
Parul University,GCET
APC Anand,GCET
L.J. Institute of Management Studies,GCET
S. V. Institute of Management,GCET
Goa College of Architecture,GCET
Shri Jaysukhlal Vadhar Institute of Management Studies,GCET
Shri M.H. Kadakia Institute of Management & Computer Studies,GCET
Sankalchand Patel College of Engineering Mehsana,GCET
